group,longitude,latitude,concept,share
Ayoreo,-60.0,-20.0,coldness,0.022727272727272728
Azerbaijan,48.0,39.0,coldness,0.003436426116838488
Aztec,-99.0,19.5,coldness,0.029411764705882353
Baffin Land Eskimo,-66.0,65.0,coldness,0.0
"Baiga,Bhuiya,Bhumiya",81.0,23.0,coldness,0.0078125
Baikal Evenki,115.0,55.0,coldness,0.030120481927710843
Bakairi,-55.0,-14.0,coldness,0.030303030303030304
Balahi,76.5,21.8,coldness,0.0
"Balantak,Loinang,Banggai",122.5,-1.0,coldness,0.0
"Bali, Lombok",115.0,-9.0,coldness,0.0
Baluch,63.0,28.0,coldness,0.006944444444444444
"Banda,Gbaya,Ngbandi,Manja",20.0,7.0,coldness,0.0
"Banhar,Moi,Sedang",108.5,16.0,coldness,0.0
"Baniwa, Bare, Piapoco",-68.5,1.5,coldness,0.0
"Banks, Torres islands",167.5,-13.0,coldness,0.0
Bannock,-112.0,43.0,coldness,0.0
"Barasana,Taibano,Makuna",-70.4,0.2,coldness,0.007246376811594203
Bari,-73.0,9.5,coldness,0.0
"Bari, Kakwa",31.0,5.5,coldness,0.0
Bashkir,57.0,54.0,coldness,0.009259259259259259
Basque,-1.5,43.0,coldness,0.0273972602739726
Batak; Gayo,98.9,2.3,coldness,0.0
"Baule, Nzema, Agni",-4.0,7.5,coldness,0.029850746268656716
Beaver,-120.0,57.0,coldness,0.05660377358490566
Bedja,36.5,19.5,coldness,0.0
Bella Coola,-127.0,51.8,coldness,0.0056179775280898875
"Bemba,Kaonde,Lamba",28.0,-11.5,coldness,0.012048192771084338
Bengali,89.0,23.0,coldness,0.0
"Berber (Morocco,SW Algeria)",-5.0,35.0,coldness,0.02247191011235955
Bering Strait Inupiat,-166.0,65.5,coldness,0.019801980198019802
"Bhil, Barela-Bhilala",74.4,23.4,coldness,0.0
Bilin,38.0,15.5,coldness,0.043478260869565216
Biloxi,-89.0,30.5,coldness,0.0
Biu-Mandara,13.0,10.0,coldness,0.0
Blackfoot,-112.5,51.0,coldness,0.021739130434782608
"Boa,Komo,Nyanga",27.0,0.0,coldness,0.0
Bobo,-4.5,11.5,coldness,0.0
"Bole, Tangale",10.8,10.3,coldness,0.0
"Bondo,Didayi,Gutob",82.18,18.25,coldness,0.0
Bongo,28.0,7.5,coldness,0.16666666666666666
Bora,-72.0,-2.5,coldness,0.021739130434782608
Bororo,-54.0,-15.5,coldness,0.0
Boruca,-83.3,8.9,coldness,0.0
Bosnia Muslims,18.0,44.0,coldness,0.009259259259259259
Botocudo,-41.0,-17.0,coldness,0.0
"Bozo,Sorko",-5.0,14.0,coldness,0.0
Brahui,66.0,29.0,coldness,0.0
